"","voi_names","vars","renamed_vars","var_coeffs","var_pvals","adj_var_pvals"
"1",Birth_CD4_C7,voi,voi,-4.59501515535572,0.149246153560436,0.149246153560436
"2",Discharge_CD4_C7,voi,voi,-3.57298040065499,0.119912516185435,0.126966193608107
"3",Discharge_CD4_C11,voi,voi,0.281742958864014,0.0326736132376274,0.0449758501444123
"4",Discharge_CD8_C9,voi,voi,0.374112423645671,0.0165422582300975,0.0344654462994854
"5",Discharge_CD8_C10,voi,voi,0.39523965362032,0.00107334492253067,0.0108262327258884
"6",Discharge_CD8_C12,voi,voi,-0.413347959923122,0.00806381393635914,0.0344654462994854
"7",Birth_TPHE_C5,voi,voi,0.371142189267661,0.019035593151778,0.0344654462994854
"8",Birth_TPHE_C12,voi,voi,0.333423236623384,0.0191474701663808,0.0344654462994854
"9",Discharge_TPHE_C2,voi,voi,0.352326969626502,0.0399785334616998,0.0449758501444123
"10",Discharge_TPHE_C5,voi,voi,0.517705301109176,0.00213601401061013,0.0128160840636608
"11",Discharge_TPHE_C8,voi,voi,-0.691969072603532,0.0153777845639937,0.0344654462994854
"12",Discharge_TPHE_C17,voi,voi,0.396019679560189,0.0378820775889658,0.0449758501444123
"13",Discharge_TPHE_C18,voi,voi,0.31304621591159,0.0295302798266414,0.0442954197399622
"14",OneYear_TPHE_C5,voi,voi,0.340872082616469,0.0102295664878455,0.0344654462994854
"15",OneYear_TPHE_C12,voi,voi,0.30194987747409,0.0225571983740279,0.0369117791575001
"16",OneYear_TPHE_C17,voi,voi,0.469649681045654,0.00120291474732093,0.0108262327258884
"17",OneYear_TPHE_C20,voi,voi,0.325121555951051,0.0142389242883491,0.0344654462994854
"18",Birth_TPHE_CD8_C14,voi,voi,0.365539520094413,0.0375732264511886,0.0449758501444123
